article_id;article_category_id;article_name
13660690;549039;*****
13660691;549039;*****
13660700;549039;*****
13660701;549039;*****
13660703;549039;*****
13660704;549039;*****
13660705;549039;*****
13660745;549039;*****
13660787;549039;*****
13660790;549039;*****
13660791;549039;*****
13660859;549039;*****
13660878;549039;*****
13660885;549039;*****
13660891;549039;*****
13660892;549039;*****
13660894;549039;*****
13660897;549039;*****
13660899;549039;*****
13660900;549039;*****
13660901;549039;*****
13660904;549039;*****
13660905;549039;*****
13660906;549039;*****
13660908;549039;*****
13660925;549039;*****
13660930;549039;*****
13660931;549039;*****
13660935;549039;*****
13660961;549039;*****
13660962;549039;*****
13660968;549039;*****
13660973;549039;*****
13660974;549039;*****
13660977;549039;*****
13660978;549039;*****
13660980;549039;*****
13660981;549039;*****
13660985;549039;*****
13660986;549039;*****
13661022;549039;*****
13661023;549039;*****
13661031;549039;*****
13661032;549039;*****
13661070;549039;*****
13661088;549039;*****
13661089;549039;*****
13661090;549039;*****
13661091;549039;*****
13661092;549039;*****
13661095;549039;*****
13661106;549039;*****
13661107;549039;*****
13661108;549039;*****
13661259;549039;*****
13661360;549039;*****
13661553;549039;*****
13661567;549039;*****
13661598;549039;*****
13661622;549039;*****
13661623;549039;*****
13661624;549039;*****
13661625;549039;*****
13661626;549039;*****
13661627;549039;*****
13661628;549039;*****
13661629;549039;*****
13661630;549039;*****
13661631;549039;*****
13661632;549039;*****
13661634;549039;*****
13661638;549039;*****
13661641;549039;*****
13661642;549039;*****
13661643;549039;*****
13661644;549039;*****
13661645;549039;*****
13661646;549039;*****
13661647;549039;*****
13661648;549039;*****
13661649;549039;*****
13661650;549039;*****
13661651;549039;*****
13661652;549039;*****
13661653;549039;*****
13661654;549039;*****
13661655;549039;*****
13661656;549039;*****
13661657;549039;*****
13661658;549039;*****
13661659;549039;*****
13661660;549039;*****
13661662;549039;*****
13661664;549039;*****
13661665;549039;*****
13661666;549039;*****
13661667;549039;*****
13661668;549039;*****
13661673;549039;*****
13661674;549039;*****
13661675;549039;*****
13661676;549039;*****
13661677;549039;*****
13661678;549039;*****
13661679;549039;*****
13661680;549039;*****
13661681;549039;*****
13661682;549039;*****
13661683;549039;*****
13661684;549039;*****
13661685;549039;*****
13661686;549039;*****
13661687;549039;*****
13661689;549039;*****
13661690;549039;*****
13661691;549039;*****
13661692;549039;*****
13661693;549039;*****
13661694;549039;*****
13661695;549039;*****
13661696;549039;*****
13661697;549039;*****
13661699;549039;*****
13661700;549039;*****
13661701;549039;*****
13661702;549039;*****
13661703;549039;*****
13661704;549039;*****
13661705;549039;*****
13661706;549039;*****
13661709;549039;*****
13661710;549039;*****
13661711;549039;*****
13661712;549039;*****
13661713;549039;*****
13661714;549039;*****
13661715;549039;*****
13661716;549039;*****
13661717;549039;*****
13661718;549039;*****
13661719;549039;*****
13661720;549039;*****
13661731;549039;*****
13661732;549039;*****
13661733;549039;*****
13662138;549039;*****
13662139;549039;*****
13662140;549039;*****
13662141;549039;*****
13662142;549039;*****
13662143;549039;*****
13662144;549039;*****
13662145;549039;*****
13662146;549039;*****
13662147;549039;*****
13662149;549039;*****
13662150;549039;*****
13662151;549039;*****
13662152;549039;*****
13662157;549039;*****
13662158;549039;*****
13662159;549039;*****
13662160;549039;*****
13662161;549039;*****
13662162;549039;*****
13662163;549039;*****
13662164;549039;*****
13662165;549039;*****
13662166;549039;*****
13662167;549039;*****
13662168;549039;*****
13662169;549039;*****
13662170;549039;*****
13662171;549039;*****
13662172;549039;*****
13662173;549039;*****
13662175;549039;*****
13662176;549039;*****
13662177;549039;*****
13662178;549039;*****
13662180;549039;*****
13662181;549039;*****
13662182;549039;*****
13662183;549039;*****
13662184;549039;*****
13662185;549039;*****
13662186;549039;*****
13662187;549039;*****
13662188;549039;*****
13662189;549039;*****
13662190;549039;*****
13662191;549039;*****
13662192;549039;*****
13662193;549039;*****
13662194;549039;*****
13662195;549039;*****
13662196;549039;*****
13662197;549039;*****
13662198;549039;*****
13662199;549039;*****
13662200;549039;*****
13662201;549039;*****
13662202;549039;*****
13662203;549039;*****
13662204;549039;*****
13662205;549039;*****
13662206;549039;*****
13662207;549039;*****
13662208;549039;*****
13662209;549039;*****
13662210;549039;*****
13662413;549039;*****
13662484;549039;*****
13662487;549039;*****
13662489;549039;*****
13662753;549039;*****
13662821;549039;*****
13663073;549039;*****
13663074;549039;*****
13663077;549039;*****
13663078;549039;*****
13663079;549039;*****
13663086;549039;*****
13663098;549039;*****
13663105;549039;*****
13663106;549039;*****
13663110;549039;*****
13663115;549039;*****
13663127;549039;*****
13663129;549039;*****
13663132;549039;*****
13663145;549039;*****
13663155;549039;*****
13663276;549039;*****
13663277;549039;*****
13663278;549039;*****
13663279;549039;*****
13663280;549039;*****
13663283;549039;*****
13663288;549039;*****
13663291;549039;*****
13663310;549039;*****
13663358;549039;*****
13663359;549039;*****
13663360;549039;*****
13663363;549039;*****
13663366;549039;*****
13663371;549039;*****
13663397;549039;*****
13663398;549039;*****
13663399;549039;*****
13663405;549039;*****
13663406;549039;*****
13663407;549039;*****
13663408;549039;*****
13663409;549039;*****
13663410;549039;*****
13663411;549039;*****
13663412;549039;*****
13663413;549039;*****
13663416;549039;*****
13663417;549039;*****
13663418;549039;*****
13663419;549039;*****
13663424;549039;*****
13663425;549039;*****
13663426;549039;*****
13663427;549039;*****
13663428;549039;*****
13663429;549039;*****
13663430;549039;*****
13663431;549039;*****
13663432;549039;*****
13663433;549039;*****
13663434;549039;*****
13663435;549039;*****
13663436;549039;*****
13663437;549039;*****
13663438;549039;*****
13663439;549039;*****
13663440;549039;*****
13663441;549039;*****
13663442;549039;*****
13663443;549039;*****
13663444;549039;*****
13663445;549039;*****
13663446;549039;*****
13663447;549039;*****
13663448;549039;*****
13663449;549039;*****
13663450;549039;*****
13663451;549039;*****
13663452;549039;*****
13663453;549039;*****
13663454;549039;*****
13663455;549039;*****
13663456;549039;*****
13663457;549039;*****
13663458;549039;*****
13663459;549039;*****
13663460;549039;*****
13663480;549039;*****
13663481;549039;*****
13663487;549039;*****
13663489;549039;*****
13663490;549039;*****
13663491;549039;*****
13663492;549039;*****
13663498;549039;*****
13663499;549039;*****
13663502;549039;*****
13663503;549039;*****
13663504;549039;*****
13663505;549039;*****
13663506;549039;*****
13663508;549039;*****
13663512;549039;*****
13663541;549039;*****
13663542;549039;*****
13663545;549039;*****
13663546;549039;*****
13664045;549039;*****
13664047;549039;*****
13664050;549039;*****
13664053;549039;*****
13664054;549039;*****
13664056;549039;*****
13664058;549039;*****
13664062;549039;*****
13664067;549039;*****
13664068;549039;*****
13664080;549039;*****
13664081;549039;*****
13664095;549039;*****
13664101;549039;*****
13664133;549039;*****
13664134;549039;*****
13664138;549039;*****
13664139;549039;*****
13664140;549039;*****
13664145;549039;*****
13664146;549039;*****
13664147;549039;*****
13691154;549039;*****
13691163;549039;*****
13691191;549039;*****
13691193;549039;*****
13691194;549039;*****
13691195;549039;*****
13691224;549039;*****
13691287;549039;*****
13691288;549039;*****
13691291;549039;*****
13691296;549039;*****
13691297;549039;*****
13691299;549039;*****
13691309;549039;*****
13691320;549039;*****
13691328;549039;*****
13691337;549039;*****
13691339;549039;*****
13691342;549039;*****
13691364;549039;*****
13691499;549039;*****
13691503;549039;*****
13691505;549039;*****
13691507;549039;*****
